"Country" "CCode" "SL.AGR.EMPL.MA.ZS" "SP.RUR.TOTL.ZS" "SH.TBS.INCD" "SM.POP.NETM" "SP.URB.TOTL.IN.ZS" "EN.ATM.CO2E.PC" "EG.ELC.ACCS.ZS" "EN.URB.MCTY.TL.ZS" "SP.POP.TOTL" "SI.POV.DDAY" "NY.GDP.MKTP.KD.ZG" "NE.IMP.GNFS.ZS" "FP.CPI.TOTL.ZG" "SE.XPD.TOTL.GD.ZS" "SL.UEM.TOTL.ZS" "SE.ADT.LITR.ZS" "EG.USE.COMM.FO.ZS" "EN.POP.SLUM.UR.ZS" "EN.ATM.PM25.MC.ZS" "BX.KLT.DINV.CD.WD" "BN.CAB.XOKA.CD" "FI.RES.TOTL.CD" "SP.DYN.LE00.FE.IN" "SP.DYN.LE00.MA.IN" "SG.TIM.UWRK.FE" "SH.SGR.CRSK.ZS" "SH.SGR.PROC.P5" "SP.POP.65UP.TO.ZS" "SH.MED.BEDS.ZS" "SH.STA.DIAB.ZS" "SH.DTH.NCOM.ZS" "SP.DYN.IMRT.IN" "IS.AIR.DPRT" "IE.PPI.TRAN.CD" "SI.POV.GINI" "SI.DST.10TH.10" "SI.DST.FRST.10" "SI.POV.URHC" "SI.POV.RUHC" "ST.INT.XPND.MP.ZS" "ST.INT.RCPT.XP.ZS" "GC.XPN.TOTL.GD.ZS" "SP.DYN.LE00.FE.IN" "GB.XPD.RSDV.GD.ZS" "SP.POP.SCIE.RD.P6" "SL.GDP.PCAP.EM.KD" "LP.LPI.OVRL.XQ" "EN.URB.LCTY.UR.ZS" "EN.POP.DNST" "SH.STA.TRAF.P5"
"251" "Uzbekistan" "UZB" 30.3449993133545 49.522 70 -44314 50.478 3.42072274584901 100 7.47667757029197 32955400 NA 5.12211811333442 38.7365127489172 NA NA 5.49900007247925 99.99289 NA NA 100 624702706.364396 -3593899661.57895 27077105981.1617 73.508 69.25 NA NA 2584 4.4191378781364 NA 6.5 83.7 19.1 21514 2.5e+07 NA NA NA NA NA 11.6108708806334 9.29598328758047 17.0895244491599 73.508 0.12976 476.17883 15581.7333984375 2.58 14.8117545976379 77.4692054536906 11.5
"252" "Saint Vincent and the Grenadines" "VCT" 18.4699993133545 47.802 6.3 -1000 52.198 1.92005401383416 100 NA 110210 NA 2.16312894408262 NA NA 5.68122 19.7099990844727 NA NA NA 100 110052363.628836 -99139008.4906674 169562298.93521 74.892 70.075 NA NA 2509 9.58978686338024 NA 11.6 81 14.8 NA NA NA NA NA NA NA 10.6441250680793 76.2701685080011 NA 74.892 NA NA 26837.591796875 NA NA 282.589743589744 NA
"253" "Venezuela" "VEN" 10.7700004577637 11.792 48 -3266243 88.208 6.16473103431657 100 32.3515480238357 28870195 NA -19.6214525881595 NA NA NA 9.07900047302246 NA NA NA 99.9336624316864 9.56e+08 NA NA 76.194 68.523 NA 17.8 NA 7.26698662012597 NA 7 69.5 21.4 24986 3.4e+07 NA NA NA NA NA NA NA NA 76.194 NA NA 27174.22265625 2.23 11.523523568177 32.7307919052208 33.7
"254" "British Virgin Islands" "VGB" NA 52.277 3.9 NA 47.723 6.19831660284936 100 NA 29802 NA NA NA NA NA NA NA NA NA NA 44244376000 NA NA NA NA NA NA NA NA NA 14.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 198.68 NA
"255" "Virgin Islands (U.S.)" "VIR" 6.9689998626709 4.279 NA -2254 95.721 NA 100 NA 106977 NA NA NA NA NA 8.35700035095215 NA NA NA 40 NA NA NA 82.8 76.2 NA NA NA 19.2883072220099 NA 12.3 NA NA NA NA NA NA NA NA NA NA NA NA 82.8 NA NA 114426.75 NA NA 305.648571428571 NA
"256" "Vietnam" "VNM" 38.2360000610352 64.081 182 -399999 35.919 1.81989397652576 100 16.9103812057717 95540395 1.9 7.07578861674985 102.474860762582 2.79601695517272 4.17277 1.89400005340576 95.00038 NA 27.2 100 1.55e+10 5899353000.00003 55452622582.5609 79.366 71.124 NA 29.1 NA 7.2749782978793 NA 6 77.2 16.5 283787 4500000 35.7 27.5 2.5 NA NA 2.40608364448114 3.89960829827361 NA 79.366 NA NA 11756.8740234375 3.27 23.7355376264594 308.125245912213 26.4
"257" "Vanuatu" "VUT" 59.9010009765625 74.726 46 600 25.274 0.583633965924938 62.784294128418 NA 292680 NA 3.20000000000005 NA NA NA 5.39799976348877 87.50631 NA NA 99.9999999872286 37582280.0177531 85386780.2739081 420592370.174891 71.83 68.699 NA 3.6 1277 3.64015306819735 NA 11.9 74.1 22.3 11723 NA NA NA NA NA NA 4.56043269281269 62.8437360135055 25.6329587206012 71.83 NA NA 7036.337890625 NA NA 24.0098441345365 15.9
"258" "World" "WLD" 28.5444305570626 44.7294214513868 132 0 55.2705785486132 4.98070685188463 88.8670732901242 24.0052441460634 7594270356 NA 2.97365089321835 29.3378960857406 NA NA 4.9358836773593 86.30101 79.6762980161753 29.7620906739567 91.2957084426766 1194659551092.54 NA NA 74.7009571789143 70.2127584963075 NA 28.1376437265439 NA 8.87344224397751 NA 8.81238906158379 71.2453215546357 28.9 36999575.182538 NA NA NA NA NA NA 6.43823894101307 6.5938350714364 NA 74.7009571789143 NA NA 37738.6336848508 2.86625 16.1072951752005 59.6362362611782 18.1348599548381
"259" "Samoa" "WSM" 6.29500007629395 81.757 6.4 -14013 18.243 1.03015799522425 96.8 NA 196130 NA -2.16809912503287 47.8120457103664 NA NA 8.45699977874756 99.09577 NA NA 99.9999999982957 16713450.8645979 20469711.5181175 169944547.604381 75.189 71.055 NA NA 1552 4.80041197375197 NA 9.2 81 13.6 6848 NA NA NA NA NA NA 0.980115478020941 62.5738106198975 27.7863969021929 75.189 NA NA 33837.3203125 NA NA 69.3038869257951 11.3
"260" "Kosovo" "XKX" NA NA NA NA NA NA 100 NA 1845300 NA 3.81331354078284 55.5775847829135 NA NA NA NA NA NA NA 318542989.390947 -600498293.816061 881167306.173398 74.2 69.8 NA NA 1558 NA NA NA NA NA NA 6.3e+07 NA NA NA NA NA NA NA NA 74.2 NA NA NA NA NA NA NA
"261" "Yemen, Rep." "YEM" 33.9420013427734 63.358 48 -150000 36.642 0.878995611940061 79.2 9.75243877024931 28498687 NA -2.7014748649632 NA NA NA 12.8090000152588 NA NA 60.8 100 -282098333.3333 NA NA 67.786 64.413 NA 97.2 158 2.87626975604452 NA 5.4 56.6 42.9 2342 2.2e+08 NA NA NA NA NA NA NA NA 67.786 NA NA 5703.23779296875 2.27 26.6154649528479 53.9778529083092 NA
"262" "South Africa" "ZAF" 6.24900007247925 33.645 520 727026 66.355 8.97906234758848 84.4 35.3078235783543 57779622 NA 0.787055570495099 29.5632511055317 4.12435072486239 6.15899 27.3209991455078 NA NA 23 100 5470685860.33813 -13384035620.6971 51642041966.6735 67.064 60.162 NA 15 NA 5.31800500542302 NA 12.7 51.3 28.5 180317.18600139 9.7e+07 NA NA NA NA NA 5.82867789187758 8.8935754524209 NA 67.064 NA NA 43368.6875 3.38 14.3089032487188 47.6301197767684 25.9
"263" "Zambia" "ZMB" 46.0279998779297 56.479 346 -40000 43.521 0.292412222455776 40.3 14.5451238492419 17351822 NA 3.79490091669091 38.2368178350222 9.15031644316299 4.66738 7.14499998092651 86.74796 NA 54 100 408438491.702336 -342297144.809409 1569229906.13102 65.878 60.158 NA NA NA 2.09967802593266 NA 4.5 29.2 40.4 734 15550000 NA NA NA NA NA 4.6894811701325 7.43288431239065 NA 65.878 NA NA 9746.458984375 2.53 33.4209340801511 23.3414789007116 NA
"264" "Zimbabwe" "ZWE" 63.3199996948242 67.791 210 -584288 32.209 0.884721294332295 40.4213676452637 10.4925141031059 14439018 NA 6.15918979848757 25.5124757295663 NA 4.60449 4.89799976348877 NA NA 25.1 100 744637199.18 NA 86951094.0294849 62.22 59.105 NA NA NA 2.93952365300113 NA 1.8 33 33.9 3444 9.7e+07 NA NA NA NA NA NA NA NA 62.22 NA NA 3891.74291992188 2.12 32.5763444910973 37.3245909267158 34.7
